id;name;simplified_name;simple_screen_name;screen_name;url;followers_count;classification;simple_class
36362274;Caroline de Toni;caroline de toni;CarolDeToni;"""CarolDeToni""";https://twitter.com/CarolDeToni;377132;antifeminista;A
28392494;Chris Tonietto;chris tonietto;ToniettoChris;"""ToniettoChris""";https://twitter.com/ToniettoChris;51135;antifeminista;A
32428576;Clau de Luca;clau de luca;ClaudeLuca_;"""ClaudeLuca_""";https://twitter.com/ClaudeLuca_;41014;antifeminista;A
18856627;Coaliz∆o Conservadora;coaliz∆o conservadora;coalizaosc;"""coalizaosc""";https://twitter.com/coalizaosc;8161;antifeminista;A
53157752;Conex∆o Pol°tica;conex∆o pol°tica;conexaopolitica;"""conexaopolitica""";https://twitter.com/conexaopolitica;533906;antifeminista;A
63131391;Cr°tica Nacional;cr°tica nacional;criticanac;"""criticanac""";https://twitter.com/criticanac;103836;antifeminista;A
92983377;Damares Alves;damares alves;DamaresAlves;"""DamaresAlves""";https://twitter.com/DamaresAlves;1147768;antifeminista;A
76816238;Daniel Freitas;daniel freitas;DFDanielFreitas;"""DFDanielFreitas""";https://twitter.com/DFDanielFreitas;24122;antifeminista;A
13990338;Daniel Silveira;daniel silveira;danielPMERJ;"""danielPMERJ""";https://twitter.com/danielPMERJ;98240;antifeminista;A
66934039;David M. Quinlan;david m. quinlan;DavidMQuinlan;"""DavidMQuinlan""";https://twitter.com/DavidMQuinlan;578275;antifeminista;A
10929592;Davy Albuquerque;davy albuquerque;AlbuquerqueDavy;"""AlbuquerqueDavy""";https://twitter.com/AlbuquerqueDavy;121166;antifeminista;A
35125513;Direita Goias;direita goias;direitagoiasofc;"""direitagoiasofc""";https://twitter.com/direitagoiasofc;15097;antifeminista;A
5411446;Direita Minas;direita minas;direitaminas;"""direitaminas""";https://twitter.com/direitaminas;33017;antifeminista;A
13473239;Dom Lancellotti;dom lancellotti;domlancellotti;"""domlancellotti""";https://twitter.com/domlancellotti;41399;antifeminista;A
44838419;Douglas Garcia;douglas garcia;DouglasGarcia;"""DouglasGarcia""";https://twitter.com/DouglasGarcia;240514;antifeminista;A
53207999;Dra. Soraya Manato;dra. soraya manato;DraManato;"""DraManato""";https://twitter.com/DraManato;23725;antifeminista;A
29599052;êder Mauro;Çder mauro;EderMauroPA;"""EderMauroPA""";https://twitter.com/EderMauroPA;76341;antifeminista;A
700017;Edir Macedo;edir macedo;BispoMacedo;"""BispoMacedo""";https://twitter.com/BispoMacedo;452272;antifeminista;A
1411767;Edson Salom∆o;edson salom∆o;edsonsalomaosp;"""edsonsalomaosp""";https://twitter.com/edsonsalomaosp;50405;antifeminista;A
60196969;Eduardo Bolsonaro;eduardo bolsonaro;BolsonaroSP;"""BolsonaroSP""";https://twitter.com/BolsonaroSP;2021352;antifeminista;A
8690109;Elmano FÇrrer;elmano fÇrrer;elmanoferrer;"""elmanoferrer""";https://twitter.com/elmanoferrer;7354;antifeminista;A
90477636;Ernesto Ara£jo;ernesto ara£jo;ernestofaraujo;"""ernestofaraujo""";https://twitter.com/ernestofaraujo;721957;antifeminista;A
3917076;Escola Sem Partido;escola sem partido;escolasempartid;"""escolasempartid""";https://twitter.com/escolasempartid;123040;antifeminista;A
27495470;Fabiana Barroso;fabiana barroso;fabifbbr;"""fabifbbr""";https://twitter.com/fabifbbr;126424;antifeminista;A
1098449;F†bio Faria;f†bio faria;fabiofaria5555;"""fabiofaria5555""";https://twitter.com/fabiofaria5555;138227;antifeminista;A
89553701;Fam°lia Direita Brasil;fam°lia direita brasil;BrazilFight;"""BrazilFight""";https://twitter.com/BrazilFight;162300;antifeminista;A
26558146;Felipe Francischini;felipe francischini;FFrancischini_;"""FFrancischini_""";https://twitter.com/FFrancischini_;96637;antifeminista;A
60758266;Fernanda Barth;fernanda barth;fernandabarth;"""fernandabarth""";https://twitter.com/fernandabarth;13274;antifeminista;A
77099070;Fernanda Brum;fernanda brum;PraFeBrum;"""PraFeBrum""";https://twitter.com/PraFeBrum;2395363;antifeminista;A
75425603;Fernanda Salles;fernanda salles;reportersalles;"""reportersalles""";https://twitter.com/reportersalles;162648;antifeminista;A
69650715;Fernando Holiday;fernando holiday;FernandoHoliday;"""FernandoHoliday""";https://twitter.com/FernandoHoliday;281183;antifeminista;A
36579432;Filipe Barros;filipe barros;filipebarrost;"""filipebarrost""";https://twitter.com/filipebarrost;375159;antifeminista;A
