Id,Label,timeset,no,nome_usuario,nome,pessoa,genero,20210215_seguidores,tam_rel_seguidores,ponto_ideal,estado,afiliacao,universidades,partido,saido,suspenso,posicao,profissoes,bio,genero_str,intersec1,intersec1_str,intersec2,intersec2_str,art_prod,polit_militan,jor_com,jus,mid,part_col,polic_militar,prof,saude,ciencia,emp,rel,out,art_prod_str,intersec3,intersec3_str,polit_militan_str,jor_com_str,jus_str,mid_str,part_col_str,polic_militar_str,prof_str,saude_str,ciencia_str,emp_str,rel_str,out_str,federal,federal_str,puc,puc_str,estadual,estadual_str,militar,militar_str,nome_usuario_raw,seguidores_analisados
lauraabcarvalho,lauraabcarvalho,,71,@lauraabcarvalho,Laura Carvalho,1,1,183896,0.027513,-1.328849,SP,,Universidade de São Paulo,,0,0,Feminista,"economista, acadêmico, escritor, podcaster",Economics Prof <br>@usponline<br> | Senior...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,lauraabcarvalho,30072
leandroruschel,leandroruschel,,137,@leandroruschel,Leandro Ruschel,1,0,457454,0.06844,1.235371,,"Conexão Política, Brasil sem medo",,,0,0,Antifeminista,"empreendedor, escritor, investidor, youtuber",Conservador - Pai - Cristão - Educador - E...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,1,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,leandroruschel,46614
lecibrandao,lecibrandao,,62,@lecibrandao,Leci Brandão,1,1,92772,0.01388,-1.429151,RJ,,,PCdoB,0,0,Feminista,"político, músico",Artista e Deputada Estadual por São Paulo....,Feminino,0,Negra ou Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,lecibrandao,5321
letparks,letparks,,16,@letparks,Letícia Parks,1,1,26871,0.00402,-2.03648,SP,,Universidade de São Paulo,,0,0,Feminista,"professor, político",Professora; do <br>@esquerdadiario<br>; MR...,Feminino,0,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,letparks,5035
letsaguiar,letsaguiar,,151,@letsaguiar,Leticia Aguiar,1,1,24788,0.003709,1.394875,SP,,,PSL,0,0,Antifeminista,político,"Deputada Estadual, a Favor da vida, da fam...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,letsaguiar,5510
linndaquebrada,linndaquebrada,,4,@linndaquebrada,Linn da Quebrada,1,1,154413,0.023102,-2.265995,SP,,,,0,0,Feminista,"artista, ativista negro, ativista trans, ator, roteirista, jornalista, músico",multiartista. uma legião. contato@linndaqu...,Feminino,1,Negra ou Trans,1,Negra e Trans,1,1,1,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,linndaquebrada,20689
lolaescreva,lolaescreva,,53,@lolaescreva,Lola Aronovich,1,1,154117,0.023058,-1.515064,,,Universidade Federal de Santa Catarina,,0,0,Feminista,"acadêmico, blogueiro, professor","Professora da UFC, feminista, logicamente ...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,lolaescreva,26064
LorenzonItalo,LorenzonItalo,,187,@LorenzonItalo,Italo Lorenzon,1,0,233356,0.034913,1.595204,SP,Terça Livre,,,0,0,Antifeminista,jornalista,Fundador e apresentador do Canal Terça Liv...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,LorenzonItalo,30808
louieponto,louieponto,,9,@louieponto,louie ponto,1,1,236012,0.03531,-2.226491,SC,,Universidade Federal de Santa Catarina,,0,0,Feminista,"youtuber, ativista lésbica","mestre em literatura, vegetariana e louca ...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,louieponto,19434
luboiteux,luboiteux,,47,@luboiteux,Luciana Boiteux,1,1,20370,0.003048,-1.584902,RJ,,Universidade do Estado do Rio de Janeiro,PSOL,0,0,Feminista,"advogado, acadêmico, professor, político","Feminista antirracista, Mestre e Doutora e...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,luboiteux,3807
lucianagenro,lucianagenro,,81,@lucianagenro,Luciana Genro,1,1,259885,0.038882,-1.261481,RS,,Universidade do Vale do Rio dos Sinos,PSOL,0,0,Feminista,"político, advogado","Deputada estadual, fundadora e dirigente n...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,lucianagenro,29024
luizaerundina,luizaerundina,,76,@luizaerundina,Luiza Erundina,1,1,280668,0.041991,-1.320881,PB,,Universidade Federal da Paraíba,PSOL,0,0,Feminista,"político, assistente social","Deputada Federal pelo PSOL/SP, Luiza Erund...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,luizaerundina,31601
LuizCamargoVlog,LuizCamargoVlog,,200,@LuizCamargoVlog,LUIZ CAMARGO vlog,1,0,98470,0.014732,1.786427,,,,,0,0,Antifeminista,youtuber,"Cristão, conservador e inconformado!!!...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,LuizCamargoVlog,14740
luyarafranco,luyarafranco,,20,@luyarafranco,negaluy,1,1,26452,0.003958,-2.011198,RJ,Instituto Marielle Franco,Universidade do Estado do Rio de Janeiro,,0,0,Feminista,ativista negro,"21 anos, mulher preta periférica, funkeira...",Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,luyarafranco,5398
MagnoMalta,MagnoMalta,,110,@MagnoMalta,magno malta,1,0,865548,0.129496,0.834892,ES,,,PL,0,0,Antifeminista,"político, religioso, músico",Deus é Fiel...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,0,0,0,0,1,0,Artistas e Produtores,1,Músico e Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MagnoMalta,58025
MajorVitorHugo,MajorVitorHugo,,145,@MajorVitorHugo,Vítor Hugo,1,0,239377,0.035814,1.317431,GO,,,PSL,0,0,Antifeminista,"político, militar, advogado",Deputado Federal por GOIÁS. Advogado. Nasc...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,1,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Policiais e Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MajorVitorHugo,29727
malunguinho,malunguinho,,21,@malunguinho,Erica Malunguinho,1,1,42759,0.006397,-2.010028,PE,,Universidade de São Paulo,PSOL,0,0,Feminista,"ativista negro, político, ativista trans, artista, professor",Das Artes. Das Culturas. Das Políticas. De...,Feminino,1,Negra ou Trans,1,Negra e Trans,1,1,0,0,0,0,0,1,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,malunguinho,7326
manubarem,manubarem,,42,@manubarem,Manuela Barem,1,1,59266,0.008867,-1.650467,MS,,Universidade Federal do Mato Grosso do Sul,,0,0,Feminista,jornalista,Jornalista e especialista em comunicação d...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,manubarem,9328
ManuelaDavila,ManuelaDavila,,69,@ManuelaDavila,Manuela,1,1,1166115,0.174464,-1.343015,RS,,PUC-RS,PCdoB,0,0,Feminista,"político, escritor, jornalista",Mãe da Laura ❤️ Madrasta do Gui ❤️ escrito...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,ManuelaDavila,100865
marcelvanhattem,marcelvanhattem,,113,@marcelvanhattem,Marcel van Hattem,1,0,371460,0.055575,0.878639,RS,,Universidade Federal do Rio Grande do Sul,NOVO,0,0,Antifeminista,"cientista político, jornalista, político","Cientista político, jornalista e deputado ...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,marcelvanhattem,43121
marciatiburi,marciatiburi,,65,@marciatiburi,marcia tiburi,1,1,124776,0.018668,-1.389608,RS,,Universidade Federal do Rio Grande do Sul,PT,0,0,Feminista,"filósofo, acadêmico, professor, artista, escritor",Feminista/ escritora/ artista visual/ prof...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,1,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,marciatiburi,19177
marciolabre,marciolabre,,166,@marciolabre,Marcio Labre Oficial,1,0,87926,0.013155,1.497774,RJ,,,PSL,0,0,Antifeminista,"político, youtuber, empresário , jornalista",Deputado Federal - RJ #FechadoComBolsonaro...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,0,0,0,1,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,marciolabre,13781
MariliaArraes,MariliaArraes,,82,@MariliaArraes,Marília Arraes,1,1,71641,0.010718,-1.225918,PE,,Faculdade de Direito do Recife,PT,0,0,Feminista,"político, advogado","Mãe, advogada, três vezes vereadora do Rec...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MariliaArraes,6414
MariliaMoscou,MariliaMoscou,,30,@MariliaMoscou,Marília Moscou,1,1,25671,0.003841,-1.822574,SP,Blogueiras Feministas,Universidade de Campinas,PCB,0,0,Feminista,"acadêmico, escritor, professor, cientista social","Socióloga (MA/PhD), prof. FLACSO, posdoc N...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,MariliaMoscou,4899
marisa_lobo,marisa_lobo,,107,@marisa_lobo,MARISA LOBO-Supl.Dep.Federal,1,1,104708,0.015666,0.743597,PR,,Universidade Tuiuti do Paraná,Avante,0,0,Antifeminista,"político, psicólogo, religioso",SUPLENTE DE DEPUTADA FEDERAL/PR. Pró-vida-...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,0,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,marisa_lobo,10784
MauricioCostaRS,MauricioCostaRS,,136,@MauricioCostaRS,Maurício Costa,1,0,115477,0.017277,1.21685,RS,Movimento Brasil Conservador,,,0,0,Antifeminista,"jornalista, podcaster",Ser considerado chato e ultrapassado pelos...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MauricioCostaRS,15826
MAvancaBrasil,MAvancaBrasil,,144,@MAvancaBrasil,Movimento Avança Brasil,0,0,41193,0.006163,1.313536,,Movimento Avança Brasil,,,0,0,Antifeminista,"coletivo, político",Siga nosso canal no Telegram: https://t.me...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MAvancaBrasil,7712
MBLivre,MBLivre,,96,@MBLivre,MBL - Movimento Brasil Livre,0,0,487323,0.072909,0.201953,,MBL - Movimento Brasil Livre,,,0,0,Antifeminista,"coletivo, político",O Movimento Brasil Livre é uma entidade su...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MBLivre,46668
mc_caroloficial,mc_caroloficial,,18,@mc_caroloficial,MC Carol,1,1,38488,0.005758,-2.021261,RJ,,,PCdoB,0,0,Feminista,músico,ASSISTA AGORA #LevantaMina...,Feminino,0,Negra ou Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,mc_caroloficial,18197
MCrivella,MCrivella,,100,@MCrivella,Marcelo Crivella,1,0,235624,0.035252,0.371843,RJ,,Universidade Santa Úrsula,Republicanos,0,0,Antifeminista,"político, engenheiro, músico, escritor, religioso","Político, engenheiro, cantor, escritor e a...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,1,0,1,0,1,0,Artistas e Produtores,1,Músico e Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MCrivella,10381
millylacombe,millylacombe,,55,@millylacombe,Milly Lacombe,1,1,49481,0.007403,-1.467044,RJ,,,,0,0,Feminista,"ativista lésbica, jornalista, escritor, roteirista","Sapatão, marxista, corintiana, anti-capita...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,1,1,0,0,0,0,1,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,millylacombe,9883
monica_benicio,monica_benicio,,36,@monica_benicio,Monica Benicio,1,1,58870,0.008808,-1.685526,RJ,Instituto Marielle Franco,Fundação Armando Álvares Penteado,,0,0,Feminista,"arquiteto, urbanista, ativista lésbica, político",Vereadora do Rio (PSOL). Arquiteta e mestr...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,monica_benicio,10416
monicabergamo,monicabergamo,,87,@monicabergamo,Mônica Bergamo,1,1,1621947,0.242662,-0.905446,SP,,Faculdade de Comunicação Social Cásper Líbero,,0,0,Feminista,jornalista,jornalista...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,monicabergamo,79361
MonicaFPsol,MonicaFPsol,,37,@MonicaFPsol,Mônica Francisco,1,1,30647,0.004585,-1.680734,RJ,,Universidade do Estado do Rio de Janeiro,PSOL,0,0,Feminista,"ativista negro, religioso, pastor evangélico, político, cientista social","Deputada Estadual pelo PSOL-RJ. Mulher, ne...",Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,MonicaFPsol,6217
