Id,Label,timeset,no,nome_usuario,nome,pessoa,genero,20210215_seguidores,tam_rel_seguidores,ponto_ideal,estado,afiliacao,universidades,partido,saido,suspenso,posicao,profissoes,bio,genero_str,intersec1,intersec1_str,intersec2,intersec2_str,art_prod,polit_militan,jor_com,jus,mid,part_col,polic_militar,prof,saude,ciencia,emp,rel,out,art_prod_str,intersec3,intersec3_str,polit_militan_str,jor_com_str,jus_str,mid_str,part_col_str,polic_militar_str,prof_str,saude_str,ciencia_str,emp_str,rel_str,out_str,federal,federal_str,puc,puc_str,estadual,estadual_str,militar,militar_str,nome_usuario_raw,seguidores_analisados
CarlosBolsonaro,CarlosBolsonaro,,122,@CarlosBolsonaro,Carlos Bolsonaro,1,0,2075738,0.310554,1.058905,RJ,,Estácio de Sá,Republicanos,0,0,Antifeminista,político,Vereador da cidade do Rio de Janeiro...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,CarlosBolsonaro,119381
carlosjordy,carlosjordy,,189,@carlosjordy,Carlos Jordy,1,0,422900,0.063271,1.611404,RJ,,Universidade do Vale do Itajaí,PSL,0,0,Antifeminista,"político, turismólogo, servidor público",Deputado Federal eleito com 204.048 votos ...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,carlosjordy,45335
carmelonetobr,carmelonetobr,,163,@carmelonetobr,Carmelo Neto,1,0,131101,0.019614,1.45997,CE,ex-MBL,,Republicanos,0,0,Antifeminista,político,"Vereador de Fortaleza. Cearense, apaixonad...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,carmelonetobr,20463
CarolDeToni,CarolDeToni,,182,@CarolDeToni,Caroline De Toni,1,1,400421,0.059908,1.564577,SC,,Universidade Estácio de Sá,PSL,0,0,Antifeminista,"político, advogado","Advogada, conservadora. Deputada federal p...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,CarolDeToni,42785
carteiroreaca,carteiroreaca,,190,@carteiroreaca,Gil Diniz,1,0,229258,0.0343,1.636417,SP,,,PSL,0,0,Antifeminista,"político, servidor público",Deputado Estadual eleito pelo povo de São ...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,carteiroreaca,30385
claraaverbuck,claraaverbuck,,44,@claraaverbuck,Clara Averbuck,1,1,84056,0.012576,-1.618628,RS,,,PT,0,0,Feminista,"jornalista, escritor",escritora de 9 livros e mil coisas. profes...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,claraaverbuck,12390
ClaudeLuca_,ClaudeLuca_,,155,@ClaudeLuca_,Clau de Luca,1,1,42565,0.006368,1.409497,SP,,,PRTB,0,0,Antifeminista,"publicitário, músico","Mãe, publicitária, cantora, cristã e conse...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,0,0,0,0,0,1,Artistas e Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,ClaudeLuca_,8038
conexaopolitica,conexaopolitica,,138,@conexaopolitica,Conexão Política,0,0,562408,0.084143,1.252818,,Conexão Política,,,0,0,Antifeminista,"mídia, político",Conexão Política é um jornal digital intei...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,conexaopolitica,60965
CrisBartis,CrisBartis,,38,@CrisBartis,Cris Bartis,1,1,43878,0.006565,-1.670168,SP,Mamilos,Centro Universitário Newton Paiva,,0,0,Feminista,"podcaster, jornalista","B9, Mamilos entre outras coisas. Esse perf...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,CrisBartis,8585
criticanac,criticanac,,172,@criticanac,Crítica Nacional,0,0,124668,0.018652,1.517881,,Crítica Nacional,,,0,0,Antifeminista,"mídia, político",O Crítica Nacional é um empreendimento de ...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,criticanac,18438
cynaramenezes,cynaramenezes,,74,@cynaramenezes,cynara menezes,1,1,256465,0.03837,-1.322061,BA,,Universidade Federal da Bahia,,0,0,Feminista,"jornalista, blogueiro, escritor",jornalista independente. editora do site s...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,cynaramenezes,31720
DamaresAlves,DamaresAlves,,131,@DamaresAlves,Damares Alves,1,1,1223348,0.183027,1.149155,PR,,Faculdades Integradas de São Carlos,Progressistas,0,0,Antifeminista,"político, religioso, advogado","Damares Alves é mãe, pastora evangélica, e...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,DamaresAlves,85605
danielPMERJ,danielPMERJ,,170,@danielPMERJ,Daniel Silveira,1,0,109343,0.016359,1.514535,RJ,,Universidade Estácio de Sá,PTB,0,0,Antifeminista,"político, militar","Policial militar, Conservador, bachareland...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,1,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Policiais e Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,danielPMERJ,18989
danimontpsol,danimontpsol,,40,@danimontpsol,Dani Monteiro,1,1,26059,0.003899,-1.656366,RJ,,Universidade do Estado do Rio de Janeiro,PSOL,0,0,Feminista,"ativista negro, político","🙋🏾‍♀️ Jovem negra, feminista, socialista, ...",Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,danimontpsol,5322
dasilvabenedita,dasilvabenedita,,78,@dasilvabenedita,Benedita da Silva,1,1,125915,0.018838,-1.298902,RJ,,,PT,0,0,Feminista,"político, professor, servidor público, assistente social, auxiliar de enfermagem",Deputada Federal pelo PT/RJ. Exemplo de fo...,Feminino,0,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,1,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,dasilvabenedita,15761
DavidMQuinlan,DavidMQuinlan,,93,@DavidMQuinlan,David M. Quinlan,1,0,577397,0.086385,0.114927,,,,,0,0,Antifeminista,"músico, religioso","Esposo de uma mulher incrível, pai de filh...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,0,0,0,0,1,0,Artistas e Produtores,1,Músico e Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,DavidMQuinlan,19513
Debora_D_Diniz,Debora_D_Diniz,,51,@Debora_D_Diniz,Debora Diniz,1,1,167217,0.025018,-1.521974,DF,,Universidade de Brasília,,0,0,Feminista,"antropólogo, acadêmico, pesquisador, professor, escritor, documentarista",Faculdade de Direito da <br>@unb_oficial<b...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,1,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,Debora_D_Diniz,27357
deborabaldin_,deborabaldin_,,22,@deborabaldin_,Debora Baldin,1,1,48468,0.007251,-2.005812,SP,,PUC-SP,,0,0,Feminista,"podcaster, youtuber","na mão eu perco sempre, mas de boca eu bri...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,deborabaldin_,8590
delarabru,delarabru,,66,@delarabru,Bruna de Lara,1,1,67480,0.010096,-1.385043,RJ,,Universidade Federal do Rio de Janeiro,,0,0,Feminista,"jornalista, escritor",Editora do <br>@TheInterceptBr<br>. Coauto...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,delarabru,14802
depheliolopes,depheliolopes,,164,@depheliolopes,Helio Lopes,1,0,315562,0.047212,1.478428,RJ,,"Escola de Sargentos das Armas, Universidade do Sul de Santa Catarina",PSL,0,0,Antifeminista,"militar, político",• Subtenente do Exército Brasileiro • Peri...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,1,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Policiais e Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,1,Militar,depheliolopes,39946
deppimentel,deppimentel,,105,@deppimentel,Professora Dayane Pimentel,1,1,45986,0.00688,0.604191,BA,,,PSL,0,0,Antifeminista,"político, professor",Deputada Federal🇧🇷 • Melhor Parlamentar/BA...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,deppimentel,7103
Desesquerdizada,Desesquerdizada,,106,@Desesquerdizada,Caneta Desesquerdizadora,0,0,287025,0.042942,0.628535,,Caneta Desesquerdizadora,,,0,0,Antifeminista,"mídia, conservador",Desesquerdizando o Brasil!<br>Instagram: h...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,Desesquerdizada,35013
DFDanielFreitas,DFDanielFreitas,,149,@DFDanielFreitas,Daniel Freitas,1,0,25901,0.003875,1.386489,SC,,,PSL,0,0,Antifeminista,"político, empresário",Deputado Federal de SC (2019-2022)▪️Eleito...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,1,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,DFDanielFreitas,5170
direitagoiasofc,direitagoiasofc,,133,@direitagoiasofc,Direita Goiás,0,0,15222,0.002277,1.18195,,Direita Goiás,,,0,0,Antifeminista,"coletivo, político",Somos um movimento político CONSERVADOR/DI...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,direitagoiasofc,3294
direitaminas,direitaminas,,147,@direitaminas,Direita Minas,0,0,35612,0.005328,1.350361,,Direita Minas,,,0,0,Antifeminista,"coletivo, político",A Direita vive em Minas Gerais!...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,direitaminas,6648
domlancellotti,domlancellotti,,179,@domlancellotti,Dom,1,0,43437,0.006499,1.55171,CE,,"Instituto Federal de Educação, Ciência , Tecnologia do Ceará (IFCE)",Republicanos,0,0,Antifeminista,"influencer, político",🇧🇷 Brazilian Gay Conservative - Gays com B...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,domlancellotti,8916
DouglasGarcia,DouglasGarcia,,204,@DouglasGarcia,Douglas Garcia,1,0,276751,0.041405,1.83152,SP,,,PTB,0,0,Antifeminista,político,Conservador 🟢 Ativista Político 🟡 Deputado...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,DouglasGarcia,34508
DraManato,DraManato,,135,@DraManato,Dra. Soraya Manato,1,1,24320,0.003639,1.214076,ES,,,PSL,0,0,Antifeminista,"médico, político",Médica ginecologista obstetra. Deputada Fe...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,DraManato,4894
EderMauroPA,EderMauroPA,,158,@EderMauroPA,Delegado Éder Mauro,1,0,77858,0.011648,1.439951,PA,,Universidade Federal do Pará,PSD,0,0,Antifeminista,"político, delegado","Delegado eleito em 2014, e reeleito em 201...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,EderMauroPA,13730
edsonsalomaosp,edsonsalomaosp,,203,@edsonsalomaosp,Edson Salomão,1,0,60170,0.009002,1.814844,SP,,,PRTB,0,0,Antifeminista,"político, youtuber",Presidente do Movimento Conservador...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,edsonsalomaosp,10197
elikatakimoto,elikatakimoto,,57,@elikatakimoto,Elika Takimoto,1,1,190596,0.028515,-1.450352,RJ,,Universidade Federal do Rio de Janeiro,PT,0,0,Feminista,"político, acadêmico, escritor, professor","Profa de Física (CEFET/RJ), doutora em Fil...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,elikatakimoto,25849
ElzaSoares,ElzaSoares,,34,@ElzaSoares,Elza Soares,1,1,84379,0.012624,-1.761039,RJ,,,,0,0,Feminista,"ativista negro, músico",Twitter da cantora brasileira Elza Soares:...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,ElzaSoares,12877
ErikakHilton,ErikakHilton,,17,@ErikakHilton,ERIKA HILTON,1,1,69515,0.0104,-2.031606,SP,,Universidade Federal de São Carlos,PSOL,0,0,Feminista,"ativista negro, político, ativista trans",A 1a vereadora trans e negra eleita da cid...,Feminino,1,Negra ou Trans,1,Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,ErikakHilton,3939
erikakokay,erikakokay,,85,@erikakokay,Erika Kokay,1,1,190710,0.028532,-1.1654,DF,,Universidade de Brasília,PT,0,0,Feminista,"psicólogo, político, bancário, sindicalista",Deputada federal pelo PT-DF....,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,erikakokay,23129
