,medida_media
10545,0.13894476645192358
10546,-0.949275356706623
10547,-0.1546372190962556
10548,0.029406640599419026
10549,-0.1564704933704285
10550,0.20374943691449085
10551,0.2987836261162342
10552,1.8030840614930637
10553,0.6017459469218546
10554,0.0265727639113854
10555,-0.12250118236179645
10556,0.8141181786321529
10557,0.1328120255664425
10558,0.3650427755629164
10559,0.03798669532279137
10560,1.6248174250696272
10561,0.633895919350444
10562,0.8447624308620257
10563,-0.24106310686359897
10564,-1.5999863935566982
10565,-1.7865212351538386
10566,1.0314987505512008
10567,-2.3600205674897516
10568,0.8082158445039298
10569,0.16880873443856007
10570,-0.1110592202892355
10571,0.09939941694750702
10572,0.6139004778877591
10573,0.6927822943676574
10574,-1.2541056244097446
10575,0.7205538738068248
10576,-0.4839755399808654
10577,0.26742825608780624
10578,0.5565848465207562
10579,1.6715773203103494
10580,1.3674346814388088
10581,0.1549701655827878
10582,0.1513124170546563
10583,1.377444755925889
10584,0.438875893063648
10585,1.5477926299676548
10586,-0.7109128405102426
10587,0.1611189150755173
10588,1.7122875857211106
10589,-0.9471696045976727
10590,0.6062891014441368
10591,0.5251084873903281
10592,-1.308226268860122
10593,0.17640488470913962
10594,-0.7816797928702909
10595,-0.7829636476797913
10596,-0.6337281430344391
10597,-0.024554643540594605
10598,0.4697544605339872
10599,-0.06805978914816412
10600,-0.608696461424745
10601,0.09319793551644567
10602,-0.9269853399416121
10603,-1.1428313079695485
10604,-0.21136605028563485
10605,0.24871561251256594
10606,0.0020511680570592674
10607,-0.1581821806328981
10608,0.5323682776173978
10609,-2.353098525561537
10610,1.8047279927799584
10611,0.4021868724723628
10612,-0.12052040717576555
10613,0.3820057518580489
10614,0.503098302267326
10615,1.4239479585722816
10616,0.5669318110788817
10617,0.26327512861300684
10618,0.3997092240891575
10619,-2.1197365774082133
10620,0.5727309496426993
10621,-2.280702783070418
10622,0.5180711092173945
10623,0.28357880158383325
10624,0.21296740707190484
10625,0.6528234009093684
10626,0.5009959958778746
10627,-1.1919850531547684
10628,0.040086601504623336
10629,0.997538868976189
10630,0.2809241767723972
10631,0.43011408527379436
10632,0.3331599925461358
10633,0.0738337350085973
10634,0.9711680355571288
10635,1.2306725070386868
10636,-0.20977179841832894
10637,-1.4771458958001709
10638,-1.200610425792975
10639,0.5398497577322429
10640,-1.282555428736057
10641,0.1403255892429498
10642,0.017871066493873367
10643,0.7449189726581364
10644,1.0471732889143806
10645,-0.7364615756381483
10646,-1.0686099226131467
10647,-1.0523711692844957
10648,0.06217278347491797
10649,0.8567904543263233
10650,-1.949599274085246
10651,0.37180850636815843
10652,0.7745769282318999
10653,-0.044091369194375105
10654,0.5567071339488413
10655,0.12391688954970899
10656,0.6736897484789157
10657,0.5911141509130629
10658,-1.7852429893206434
10659,-0.44667959716189
10660,-1.1304574021581273
10661,1.2614935200750206
10662,0.0907674345885218
10663,1.4178093769019569
10664,0.7732281010306208
10665,-0.8769413824383591
10666,0.1170042122572318
10667,-0.2418052096249414
10668,-0.5102923635186369
10669,0.19656778183253643
10670,0.11726983250387558
10671,-0.9393449709706736
10672,1.6834563162094713
10673,-0.04218969467944655
10674,-1.0475606800188546
10675,0.5523834953873801
10676,0.5117462644186135
10677,0.17103771830955938
10678,1.5239295398578356
10679,0.6191432704550349
10680,-0.2718202623925866
10681,-0.9990528840086392
10682,0.03897108469118554
10683,1.595291158371141
10684,1.6977011408292564
10685,0.24483818059805515
10686,0.6802537921181673
10687,0.1410262813236808
10688,-1.129847382294363
10689,-1.567754080932348
10690,0.32013663828630706
10691,0.35205730868270935
10692,2.246184604822737
10693,0.3885114702379822
10694,-0.010832276144376722
10695,1.098922871938775
10696,-2.6405212344059996
10697,-1.4492003611052606
10698,1.3353579697099853
10699,0.6406136588376847
10700,-0.31542404967852117
10701,-1.3234244019012427
10702,1.3275755733367598
10703,-0.0219838162710934
10704,-0.899233022632237
10705,-0.8710615576190599
10706,1.5353067837644623
10707,0.7126949035513669
10708,1.4983870958607186
10709,0.4651383214188469
10710,0.8749310178520517
10711,1.0492293431883644
10712,-0.38111563776506036
10713,0.6821724785683414
10714,1.2799187230485036
10715,1.2112575528121536
10716,-0.021704035081350038
10717,1.2694290760870817
10718,-0.3565244872332517
10719,0.6152949401830997
10720,0.060893199054697006
10721,-0.07655809182296953
10722,-0.6762577744350162
10723,0.4165319879937785
10724,-0.012169543733167082
10725,-0.6067290165907379
10726,-1.0436895489602909
10727,-0.7497267370439178
10728,-0.1061099918801655
10729,1.6262197434949124
10730,1.827914259766421
10731,-1.2474462130720652
10732,0.9642190097963209
10733,0.2703748041884505
10734,-0.18377873049438487
10735,0.30831286843540284
10736,0.6453997138112328
10737,-0.21971926704927874
10738,1.521011869488519
10739,-0.4194113794165778
10740,0.8045821951563619
10741,1.3072216765647
10742,0.5093224358540784
10743,-1.992149187672508
10744,-0.7933988416116128
10745,-0.9862707097030015
10746,-0.9530457093400829
10747,1.8293573121529445
10748,0.10537958005334494
10749,-0.3114309569876472
10750,0.4572202428368687
10751,0.9083543142449264
10752,1.7886386086126813
10753,-1.458349790329023
10754,1.3080592836721272
10755,0.3543867531209469
10756,-1.2367315600760806
10757,0.9067263716069356
10758,0.5211057788403357
10759,-0.963333832481782
10760,0.78620964082659
10761,0.3174259247405038
10762,0.4735757877511364
10763,-0.6679368857624229
10764,-1.5023134658794246
10765,1.9828710606208821
10766,0.18844276825704737
10767,0.5012193552225771
10768,0.6405743749543716
10769,-2.5098711662196656
10770,-0.5782257554626026
10771,-2.0558259239804118
10772,0.595629965976942
10773,-1.9079215253072415
10774,-0.06888175118189616
10775,1.146926869202267
10776,-1.0018668632609247
10777,-1.0079709219099868
10778,-2.195481624394499
10779,-0.12422528055730676
10780,1.0002159004717157
10781,-1.7186410545814266
10782,1.4314201383249967
10783,1.5446816873663396
10784,-0.12462509608670434
10785,-0.11512254626896594
10786,-0.799421779171323
10787,0.48875380945398994
10788,0.3745905871695599
10789,-2.5932046229456756
10790,1.7015805406869022
10791,0.6982520577251826
10792,0.7444954883524016
10793,-0.6235407415409686
10794,1.1309112429522146
10795,0.44756828342626087
10796,0.2297329230393357
10797,1.2655700312473332
10798,-1.3887789266915105
10799,1.3870691295699817
10800,1.467507043548445
10801,-0.8916829533592721
10802,0.4479421147988316
10803,0.6410779277008979
10804,2.1763125110919495
10805,-2.363415608265501
10806,1.155618829593151
10807,0.011711579950939629
10808,-0.11854746213473646
10809,0.8899110253448336
10810,-0.6141921796969791
10811,0.3400621978702582
10812,0.563287479679556
10813,-0.910936860085945
10814,-0.6425993038772088
10815,0.7929766217726057
10816,-0.01735226363754651
10817,-1.0338817398363003
10818,0.5035222563985194
10819,0.37841741792484346
10820,-0.7437876366602999
10821,0.5017691725205107
10822,0.5261120730107046
10823,-0.9975657965603912
10824,1.1011653464288156
10825,0.5278831001730755
10826,0.7175260108489002
10827,0.7853071941972142
10828,-1.5473504816175894
10829,0.19404146775500258
10830,-1.3352277824455092
10831,0.05314829058700148
10832,0.5196048620355653
10833,0.4591248152358117
10834,-2.104389797615835
10835,0.9004351722900155
10836,0.17598358872544909
10837,0.911580414784343
10838,-1.427505418728277
10839,-1.1938430300019442
10840,0.8109210388979766
10841,-0.8724609643056007
10842,-0.9280150702656257
10843,1.6015930557827105
10844,1.052091748645447
10845,0.6994239671745398
10846,0.36911238338975205
10847,-1.4006750382963213
10848,-1.0781112556790877
10849,-0.288037238283153
10850,1.4723413114762272
10851,0.09128863606081684
10852,-0.8598720654493844
10853,0.8518478776288844
10854,0.6674571267606846
10855,-0.2632195324096347
10856,0.44336913267770334
10857,-1.1251678711242536
10858,-0.16909578943184658
10859,-0.09453610647562934
10860,0.5369868642040616
10861,-0.04147696188644049
10862,-0.7074318352498618
10863,1.4964017388610946
10864,-1.5677834581440815
10865,0.8234026082190041
10866,0.5186294794798455
10867,-0.05996730602038223
10868,-0.09935106502380307
10869,-1.3500266949288824
10870,-0.02937158078167356
10871,1.8998262400465846
10872,0.6833985803938777
10873,0.32848861936092155
10874,-0.5933813246443866
10875,-2.4113981948446646
10876,0.07406629494274858
10877,0.09923890773853573
10878,0.1175345948279764
10879,-1.148634559528907
10880,0.1725927283030837
10881,0.08502727075495009
10882,-1.8890264489027817
10883,-0.908027857978548
10884,-0.9815805034960379
10885,0.6307694676655559
10886,-1.9259906247320493
10887,1.0480328333011184
10888,-0.6037876146486829
10889,0.8856283471056252
10890,-0.26403525464278266
10891,0.5062552514302059
10892,-0.4754245895730813
10893,-0.9068899879497876
10894,-2.0728173025334193
10895,-1.70266442750212
10896,-1.499558579458963
10897,-0.8720739653680231
10898,0.5989240427188399
10899,1.3731335759738565
10900,-0.4035669309752865
10901,1.5444010769539762
10902,-2.5185678539967724
10903,-0.6460351981432104
10904,-0.4515706238630196
10905,1.253699259557859
10906,0.2947147234056997
10907,-0.04563323227641978
10908,-0.6581046797189223
10909,-0.9641776465661596
10910,-1.639397647897013
10911,0.02976633190972162
10912,1.1518942795195954
10913,1.0697249976036542
10914,0.09357687834863063
10915,1.8918479864544904
10916,1.816614088834467
10917,0.8249989784789875
10918,0.02033264410478853
10919,-1.2081347743531838
10920,-1.0993511055428042
10921,0.5527902829216635
10922,0.3766157895205973
10923,1.364318002878464
10924,-0.990695951414302
10925,-1.0680436102036441
10926,-0.9487481071876882
10927,-0.5560811364035729
10928,-0.09006779313022374
10929,-0.7340160027230742
10930,0.023758688546051322
10931,-1.7864882757019236
10932,-0.9861441589635259
10933,-1.0115456104498464
10934,-0.9279562195550455
10935,0.22808387616822556
10936,1.0810069846412387
10937,1.5180180006750574
10938,0.4045451274506086
10939,1.5687294216654313
10940,-0.1290280068815591
10941,-0.9246342311703509
10942,-1.0107787061400795
10943,1.5572443035347039
10944,-0.08010937865889561
10945,0.32027716503107245
10946,1.2344518395561017
10947,0.49607334095218864
10948,-1.143288689288513
10949,1.1171921467880899
10950,0.8613991174769324
10951,-1.1705059066479198
10952,0.8826378913693127
10953,-1.3356167070075993
10954,0.10451880120458153
10955,-0.46972148660139357
10956,0.47633313901739005
10957,0.1506917669183228
10958,-2.5637455585480606
10959,-1.15224897057935
10960,-1.0346866646562274
10961,-0.31183409578371324
10962,-0.12174349404509649
10963,1.4065318233752981
10964,-1.2939598627497628
10965,0.4286116241761172
10966,-2.570689850879809
10967,1.1063913094218276
10968,-2.590399135711568
10969,-0.6220177019261202
10970,-0.01142455990245606
10971,0.7721002102649484
10972,0.285310724247166
10973,0.5536440856967283
10974,0.25479397308417084
10975,0.9734386197963404
10976,0.02234375392836723
10977,-0.9218612685768004
10978,-0.5773779340784413
10979,-0.2596827585187779
10980,0.09168695079275344
10981,0.13020600769254967
10982,-1.6760083415926117
10983,0.04150216716021346
10984,0.0993420986600614
10985,-0.7836564498338486
10986,0.9189398227676265
10987,0.6286885290994607
10988,-2.153576296205689
10989,-1.286691625557148
10990,-1.317914895441565
10991,0.1385137616841532
10992,0.5387807142291463
10993,1.2692368905343903
10994,1.693130354043079
10995,-0.5147338291727122
10996,-0.7735529172884867
10997,-0.28652728017702533
10998,0.9687346003708873
10999,-1.0482441288240185
11000,0.17876998980739786
11001,-0.8449828524033454
11002,1.8060291542848956
11003,1.3751745827540454
11004,0.38883719015421586
11005,-0.13848708172375349
11006,0.3992703995661628
11007,-0.061002114055761135
11008,0.19926545817445376
11009,0.4113748338338317
11010,-0.3320217777974087
11011,0.3385790202488604
11012,-0.13369782509998288
11013,-0.1855249208917274
11014,-0.38002614005905666
11015,0.3327897014013451
11016,0.19548083865355254
11017,-0.0817935023154201
11018,0.39347409542296397
11019,0.5505265636913743
11020,0.8220166605743598
11021,-0.07930108941110173
11022,-1.6503417721749674
11023,0.14174784555412145
11024,1.0653420921639536
11025,1.540460323185854
11026,-0.5361617384114783
11027,0.4149819387636761
11028,0.005513968933289057
11029,1.0436391834149121
11030,0.09220646838213936
11031,0.3164526235640964
11032,0.34655184904453784
11033,0.546241925118339
11034,0.42221260283187667
11035,1.0586011498199213
11036,1.305382207514624
11037,1.4181844441069968
11038,-0.20701877535345314
11039,-1.3004553900323133
11040,-1.090480063386869
11041,-1.8768632349486285
11042,-1.138554752043951
11043,-1.0468251088368714
11044,1.0003385514304186
11045,0.2467714457469213
11046,-1.7463476700980805
11047,0.4747052385272612
11048,1.1410165218554864
11049,0.06136584364778038
11050,-0.37214462743848475
11051,-0.15172975789975976
11052,-1.395489700184105
11053,0.5366017585335469
11054,-1.1361087691485463
11055,-1.5527020968747665
11056,1.1719977885167958
11057,-0.7943776122058943
11058,1.0925889054756368
11059,-0.27931286079816814
11060,0.014320883719434766
11061,-1.0569385127586082
11062,0.24163470282390762
11063,-0.18394858348854923
11064,0.8704980188599528
11065,0.3796209733327629
11066,-0.4553931627342629
11067,-0.027154793696259314
11068,-0.018265770053330254
11069,1.4546474113593755
11070,0.9505403748875613
11071,1.4779999225202316
11072,-0.16580396649170043
11073,1.722833537270652
11074,0.12022778268098815
11075,-0.5193097535727279
11076,0.9071091658504125
11077,-0.9375581711806859
11078,-0.8750670128139091
11079,1.8664468361704674
11080,-1.1292898696015667
11081,-0.5107051379667319
11082,0.8616140577324032
11083,-0.41456711049449496
11084,1.4928334964278493
11085,-1.0000013687978946
11086,-0.6068527963308926
11087,-1.9879929023401413
11088,0.32677953969482487
11089,0.5592411963908707
11090,-0.886855305067304
11091,0.283589933924899
11092,0.24134610373872822
11093,-0.44744278477936306
11094,0.1714229248330275
11095,0.1299952259683144
11096,-0.4201387166609294
11097,0.29475084722623185
11098,-0.9360722478145554
11099,-0.04453183146143689
11100,0.5320282870525612
11101,0.18314539536942565
11102,0.41845943676277847
11103,1.4998533673456442
11104,-0.9931843111657862
11105,0.10689832745347283
11106,1.4026091266209053
11107,-1.3982412036151441
11108,0.2735840327342392
11109,-1.5464070315461653
11110,1.8102789846150316
11111,0.8166587196578081
11112,-0.9238721730670196
11113,-0.043662213782543195
11114,-1.310719149889686
11115,0.08066812083209855
11116,-1.7944059183028176
11117,-0.9156600385843531
11118,-0.2497204162162643
11119,1.318565990088281
11120,0.27433124731400277
11121,0.27324839270160134
11122,0.7555002142034621
11123,0.3729608003102151
11124,-0.7513789793641638
11125,0.7065758891881099
11126,0.22455426991303293
11127,-0.44189818983868495
11128,-0.3721936669983788
11129,0.1332887333741011
11130,1.0258440288394102
11131,-1.0973077570073653
11132,-1.1306116864369637
11133,0.16627580198884342
11134,-1.876320490266961
11135,-0.127706006789505
11136,-1.019741624722018
11137,0.20083692313918478
11138,0.6550145739425679
11139,-2.089215122741739
11140,-1.1240619598385724
11141,0.8267505629481681
11142,1.2011651394156837
11143,-1.3069967252285284
11144,-1.1753071741233132
11145,1.8189323173864527
11146,1.5595740390546478
11147,0.5152738778437241
11148,-1.345214267687646
11149,-1.0261698061127995
11150,0.9588310374841725
11151,0.2536538894526514
11152,-0.8497876428117441
11153,0.9613348741303015
11154,0.6236771976383038
11155,0.9254148842922802
11156,0.260960682878991
11157,1.3717114902948373
11158,-2.7841646002198055
11159,1.146677651161029
11160,-0.1280140590872138
11161,2.013550424119401
11162,0.002221520285792444
11163,0.5759662459320646
11164,-0.10676977680420759
11165,-0.784104459631539
11166,0.31471464947699845
11167,0.6347310205930304
11168,1.6471340229983067
11169,0.35603625815400824
11170,-0.41119572869448534
11171,0.14834613952479925
11172,0.9537711152534445
11173,-0.04441658815204715
11174,1.515111296891035
11175,-0.916878795247713
11176,1.6168263038736597
11177,0.6655474838046688
11178,-1.028030820913724
11179,0.32900669805770977
11180,0.3854374266849731
11181,1.7174841233985005
11182,0.6097512997696142
11183,1.8869101465388205
11184,-1.08477336337645
11185,-0.7985939206876619
11186,-1.1396527897688884
11187,-0.13484276359366534
11188,-0.9348240678940932
11189,-1.0823525291025367
11190,0.7783636621034004
11191,0.3331865183900579
11192,-1.2154412676375137
11193,0.5156377218076491
11194,-1.082947456420775
11195,1.2456749722178175
11196,0.22643319854337846
11197,-1.2791476374519655
11198,-0.9939463913902784
11199,0.2398238940383996
11200,0.08656003284087253
11201,-0.17912042327581823
11202,1.0383083978978351
11203,-1.068530611333812
11204,-0.03834140462321422
11205,-0.14165403162492549
11206,-2.613403456973142
11207,-0.04200537197746305
11208,0.6921305259425797
11209,-1.0431091194783144
11210,0.5874605422436551
11211,0.041648696336399116
11212,-1.1419489740770998
11213,0.13557462981084906
11214,0.46773151211830694
11215,0.35887933979335607
11216,-0.10765036673262499
11217,1.5171479791548284
11218,-0.19605499067900403
11219,0.8821081000515069
11220,-0.7850717312565006
11221,0.2858083965240416
11222,1.28541341014099
11223,-1.258627345011712
11224,-0.2557651724236163
11225,1.2762986436257429
11226,-1.2428616020775256
11227,-1.745072447333453
11228,0.005712591727776601
11229,-0.5858428158779314
11230,1.3046015866540528
11231,-0.09668685226619206
11232,-1.149011419820814
11233,0.6719528598575043
11234,2.0555403687736806
11235,0.29562854109906495
11236,-0.6548258068326565
11237,-0.8894335105323806
11238,1.3304286351985843
11239,-0.5986731553417913
11240,1.3935369554190173
11241,-0.9681002990227484
11242,-0.04209657903447411
11243,0.40960247478171613
11244,0.822285347525185
11245,0.3130753131815521
11246,0.22086612427324248
11247,-0.9788747259508683
11248,-0.5628601935015032
11249,-0.7469879642191911
11250,-1.751719298203931
11251,1.3370318001888881
11252,1.325447799110034
11253,1.5983367260792167
11254,-0.9269714654038699
11255,-0.6345836216252873
11256,0.18762371403941538
11257,0.33856894486005834
11258,0.004050430236799246
11259,0.7073734417174807
11260,0.5249703408879305
11261,-0.1359299381217183
11262,-0.18824440538044315
11263,-1.993600565252961
11264,0.8395046553210849
11265,0.7494000668560402
11266,1.91843895815627
11267,-1.0276924228739615
11268,0.19246738180372033
11269,-0.31306206378269796
11270,0.8700504237514375
11271,1.6919308298275761
11272,0.8903862256715901
11273,-0.6476578749025509
11274,-1.4537548129715832
11275,-0.20872165855074193
11276,1.2671535892294858
11277,-1.0091490132349994
11278,1.4932433354234058
11279,0.5968682081327307
11280,-0.6428660413648334
11281,0.32602499681646824
11282,0.22583187016319697
11283,-0.08593211557824096
11284,-0.04228484918414849
11285,0.07489770026486989
11286,0.649463532463983
11287,1.4095302383344044
11288,1.1014663639282791
11289,0.29504470193743054
11290,-0.7854436004747037
11291,-1.0737541403056765
11292,0.5241385087968337
11293,0.46605853670149305
11294,1.2416124281210732
11295,-1.0640601545162847
11296,0.2377992177663973
11297,0.2483534260354641
11298,1.5565620837670795
11299,-0.4774431558327683
11300,0.6107436283425752
11301,0.849897119211163
11302,-2.0283444752845106
11303,-1.9674385209829777
11304,1.2502046598081618
11305,-0.6300715900528433
11306,0.026101074165774243
11307,-0.716882064111486
11308,1.6028303620124111
11309,-0.9064885764958266
11310,2.051125709587942
11311,-0.678676915585979
11312,-0.6438009984032034
11313,0.9774868984585807
11314,0.24877476067499088
11315,0.3036313429911257
11316,-1.0187178433874948
11317,0.02433666999364562
11318,-0.017087606765582616
11319,-1.2320781114096406
11320,0.24186760496590154
11321,1.5849983504704908
11322,0.22369942557461736
11323,-0.2893930681418722
11324,-0.11830997839617918
11325,0.7131534542718135
11326,0.35493423038088817
11327,0.6078115039817584
11328,-1.7688273581150669
11329,0.3421011089614119
11330,0.5186125995606656
11331,-1.0480372522900665
11332,0.7962149845648661
11333,0.37456752370290863
11334,0.21721095094313675
11335,1.318834010215674
11336,-0.5571126152484356
11337,-0.0014491898997254706
11338,-1.1557543911163382
11339,1.4742511455297491
11340,0.6610304677936489
11341,-0.5429674261070576
11342,0.2917754008270512
11343,0.28394051267011644
11344,0.49399715824035306
11345,-2.5795086374576854
11346,0.6351893091957641
11347,0.25570931262977237
11348,0.10099415270456578
11349,-1.0168206513177105
11350,0.1804554719174989
11351,1.4776707193525145
11352,0.251651213755943
11353,0.7068977160423073
11354,0.0447801869670645
11355,-0.9605329333574013
11356,-0.9219758040044925
11357,0.4003572965110822
11358,1.012195224268355
11359,1.846530463269983
11360,-0.007525456888413589
11361,-1.2123308596562121
11362,-2.9386803627946523
11363,0.7765649472274583
11364,0.3321080282453344
11365,-0.5289279947781915
11366,0.31334892753419646
11367,-1.0328613087498844
11368,-0.6748794373751306
11369,-0.03367955469254051
11370,-1.354184916942964
11371,1.261630751740376
11372,1.8071668685862963
11373,-1.3887621921588849
11374,-0.913165674327562
11375,-0.39372461817184373
11376,0.30316783267381747
11377,-0.9761694373216799
11378,1.2498776270539496
11379,0.22328461841593195
11380,1.332696205603818
11381,1.806097465363169
11382,0.3728200003906578
11383,0.9171038125975567
11384,-0.06705167687153021
11385,-0.682842566736084
11386,-2.340925633959168
11387,1.778723716568471
11388,-0.999959996890087
11389,-0.5735191107481459
11390,-0.23467999215678872
11391,-1.0957903368939907
11392,-0.5171891860388491
11393,1.3903378576729322
11394,0.8228869323095288
11395,-1.2246839006027714
11396,1.5388515610967461
11397,1.0442808570010478
11398,0.4970765783643152
11399,1.915580626869281
11400,-1.2325155748844094
11401,-0.6516062072950032
11402,0.2852111537315222
11403,-0.7964892022219558
11404,-0.33936864238375525
11405,-1.4508170799432438
11406,1.1956407982721615
11407,0.12452193598980027
11408,0.9615043844307167
11409,-0.2727769768914637
11410,0.4315817375752254
11411,0.5725818884408868
11412,0.6089829028032421
11413,1.402573417790827
11414,0.5218926853573345
11415,1.59319428557226
11416,0.6731710072406853
11417,0.146148938413007
11418,-1.5218531179025299
11419,-0.9864795413033559
11420,0.8343866473371789
11421,-1.0721641380520763
11422,-0.10864020996565894
11423,-1.1338508501253115
11424,0.7408669709533467
11425,1.5918247880074416
11426,-0.8845506027732373
11427,0.2807148663228967
11428,-0.9346783298462682
11429,1.625233734806208
11430,0.31010482450889504
11431,-0.355185559124159
11432,0.05043386031945178
11433,-0.10377079622115143
11434,-0.2543189080035217
11435,1.3760719888919721
11436,1.1968846460211124
11437,-1.9268902995926835
11438,-0.186919630064135
11439,-0.07860324729626635
11440,-0.7251577395446647
11441,0.9927698971956475
11442,-1.29902527502878
11443,-1.8764894773861331
11444,-0.3066426148366227
11445,0.09959043522582596
11446,0.8518540165967315
11447,0.08173432988572552
11448,-0.36628405018911564
11449,0.19617296366800524
11450,0.98276799202181
11451,0.8566490224465765
11452,-0.7100990411741015
11453,0.11460279335425635
11454,0.12259242048150965
11455,-1.0774534777949076
11456,-0.8989206284500163
11457,1.709024521805799
11458,-1.470029408908363
11459,0.9416417361571209
11460,1.4795499196707205
11461,-1.0298222071785321
11462,-1.8649683610724999
11463,0.18308265052549705
11464,-0.8678431960285271
11465,-0.12249382358389034
11466,0.8880143837729069
11467,-1.5988896034406765
11468,0.8693414598785711
11469,-1.133174152322212
11470,1.7161082637752594
11471,0.4870003149714322
11472,1.3774764449343058
11473,-0.6235798144044903
11474,-1.1855183614319171
11475,0.23426912983907647
11476,1.420579590933035
11477,-0.07694689476918395
11478,-0.6590280746357849
11479,-0.046721444335713076
11480,-2.157024049632652
11481,0.04214284811284623
11482,-0.10387054222789704
11483,1.5265061126207573
11484,-0.8742227726365304
11485,0.63479832127972
11486,0.07497519188172239
11487,1.0867275524909188
11488,-1.1429443581865513
11489,-1.09070391903306
11490,-1.2873913027256731
11491,-1.277676105409392
11492,0.898536177504486
11493,-0.08358439519701401
11494,0.5014271107354404
11495,0.9950153694347935
11496,-0.14960324892414986
11497,0.2915114392788902
11498,-0.5190432160040306
11499,0.3199660977370233
11500,1.1727129972199675
11501,-0.9594095719260598
11502,1.1595269487100397
11503,0.5828990686691158
11504,0.14022311678441174
11505,-0.632217079570382
11506,-1.2746170559676402
11507,0.7460683755843763
11508,1.5380694432395
11509,-1.1506655718234977
11510,0.33008528636185025
11511,0.8392240565839333
11512,0.5285197150866547
11513,-1.3149605343005768
11514,0.7264738794698183
11515,0.21681446844317231
11516,1.0718000894030069
11517,-0.030325383837361913
11518,0.08210841975779719
11519,-0.037989638715616336
11520,0.6163209227433464
11521,0.27490136339112403
11522,-0.769456191098876
11523,-2.0209627836632387
11524,-1.6696986624911785
11525,-0.8881099120731923
11526,0.4573522107902426
11527,0.2603648699301303
11528,0.38587703423175485
11529,-0.7260983920474482
11530,0.2818917769011703
11531,-0.9186879171052182
11532,0.11205395443115662
11533,0.6801368458140734
11534,0.10446429977731467
11535,0.08042575488696019
11536,1.724246051032254
11537,0.01762007849071701
11538,-2.667058228869086
11539,-0.15884563473982113
11540,-1.4868681103294261
11541,1.9605428966118377
11542,-0.013374116450796551
11543,0.42250324257880256
11544,-1.2056568741409306
